GEOID,total,less_10,between_10-15,between_15-20,between20-25,between_25-30,between_30-35,between_35-40,between_40-45,between_45-50,between_50-60,between_60-75,between_75-100,between_100-125,between_125-150,between_150-200,over_200,capita,ln_capita
170310104001,816,55,14,96,81,67,81,88,27,48,11,32,114,52,0,50,0,24860,10.121015365064702
170310104002,490,49,14,15,13,0,54,72,0,29,127,60,43,14,0,0,0,21469,9.974365313169566
170310104003,619,106,39,59,47,29,0,44,0,58,14,0,35,74,27,72,15,18217,9.81011050303083
170310105011,563,80,43,39,78,35,32,12,13,28,32,92,12,11,11,45,0,29987,10.308519233394938
170310105012,899,86,99,39,106,66,75,44,59,103,70,91,49,0,0,0,12,20564,9.931297253175396
170310105013,849,216,61,116,105,36,24,31,16,14,53,18,45,46,53,15,0,28206,10.247290000252185
170310105021,578,57,76,68,30,67,40,0,21,24,69,19,27,13,50,7,10,24316,10.098889848868613
170310105022,931,92,87,118,73,92,48,49,102,66,28,29,22,46,39,31,9,23290,10.055779362878386
170310105031,802,317,96,60,56,9,0,26,22,0,30,32,22,0,57,27,48,27516,10.222522932645905
170310105032,339,96,19,0,0,29,26,21,18,0,61,8,52,0,9,0,0,20307,9.918720933176717
170310106001,1142,32,16,96,32,165,70,30,33,94,139,128,107,96,55,49,0,25240,10.13618531665515
170310106002,249,48,0,0,0,8,0,13,0,0,17,70,10,15,0,23,45,31920,10.370988051563746
170310106003,884,106,124,52,34,95,0,37,24,12,97,111,78,0,38,40,36,26902,10.199955912268527
170310106004,776,54,60,32,119,30,84,68,81,38,41,43,29,71,26,0,0,27133,10.208505978234776
170310107011,762,69,23,43,69,78,29,39,49,24,73,82,109,3,8,37,27,22868,10.037493832383863
170311705002,328,0,9,0,0,0,7,0,46,0,6,13,88,92,9,52,6,30062,10.311017194693171
170311705003,523,37,0,8,8,8,0,14,62,0,19,78,60,155,0,39,35,32533,10.390010237778945
170311705004,459,9,10,0,15,7,8,22,23,63,10,80,113,0,48,51,0,37036,10.519645691567938
170311706001,296,17,20,15,17,10,7,0,8,11,20,19,50,9,32,52,9,34167,10.43901554494246
170311706002,672,26,13,35,54,19,55,48,16,20,24,77,134,85,18,44,4,24238,10.095676928528432
170311707001,326,33,7,0,9,9,7,26,11,17,14,0,88,32,28,31,14,28761,10.266775581745106
170311707002,349,19,12,0,15,0,6,31,9,19,61,46,49,38,14,30,0,26322,10.178160370394268
170311707003,429,8,17,43,54,7,8,24,13,14,33,69,76,25,6,22,10,26670,10.19129461717606
170311708001,460,67,0,50,18,28,41,14,0,20,9,32,55,74,7,33,12,25008,10.126951052661259
170311708002,424,17,18,47,16,0,18,13,8,17,42,62,81,35,14,17,19,30442,10.323578512839612
170311708003,526,15,32,41,7,65,12,22,17,9,40,106,68,36,28,7,21,24482,10.105693432635459
170311709001,644,55,30,43,27,54,14,8,18,47,25,36,97,106,32,52,0,26546,10.186634356186147
170311710001,549,0,9,40,39,0,16,49,0,10,46,118,120,38,37,20,7,21414,9.971800192718215
170311710002,481,47,0,47,14,12,151,0,0,0,36,26,8,45,30,0,65,41517,10.63385826089404
170311710003,268,0,31,0,73,0,14,0,43,0,23,9,15,17,43,0,0,23312,10.056723528434986
170311710004,398,0,18,63,0,0,15,29,18,0,44,101,46,44,9,11,0,21441,9.973060255888088
170311710005,486,0,0,45,19,0,18,31,54,16,21,31,84,55,63,32,17,32658,10.393845127662255
170311710006,539,0,15,0,49,0,49,77,111,23,0,36,82,15,7,75,0,24280,10.097408245173435
170311711001,402,15,13,18,6,0,0,29,31,16,34,42,58,50,71,8,11,27264,10.213322429629041
170311711002,408,10,27,31,22,14,18,11,11,0,43,36,55,52,6,63,9,29429,10.28973586171716
170311711003,470,0,0,32,0,60,0,0,8,46,55,72,42,78,28,25,24,29579,10.294819929067236
170311801001,297,0,0,0,14,51,15,0,15,0,32,17,37,33,53,16,14,28591,10.260847261969445
170311801002,444,49,0,29,0,70,0,0,23,24,30,77,66,47,0,8,21,33530,10.420195839460273
170311801003,495,48,0,15,14,9,35,101,14,0,45,51,35,43,0,0,85,37812,10.540381791545276
170311801004,294,0,15,0,15,84,15,0,0,6,15,15,60,46,23,0,0,29401,10.288783966353765
170311801005,502,60,0,26,15,46,0,14,35,41,17,13,73,132,14,0,16,26184,10.172903816181016
170311901001,790,31,82,80,131,53,39,79,19,26,74,50,46,37,23,20,0,14644,9.591785974240127
170311902001,270,30,0,22,21,9,29,0,12,7,28,27,49,13,10,0,13,14376,9.573315428463395
170311902002,443,10,75,36,0,40,19,22,0,26,32,60,9,43,63,8,0,19951,9.901034546375062
170311902003,446,0,10,43,27,31,48,16,11,10,98,25,55,27,19,9,17,16283,9.697876897764221
170311902004,354,55,0,28,35,11,0,12,52,0,46,14,27,19,55,0,0,19981,9.902537101000133
170311903001,376,0,66,15,0,19,28,15,34,0,13,67,73,18,16,12,0,22004,9.99897953399535
170311903002,574,69,36,49,70,35,15,15,35,44,46,35,51,21,15,38,0,19681,9.887408982323437
170311903003,414,29,58,8,52,17,5,13,16,9,65,61,22,16,20,8,15,21524,9.97692387060931
170311903004,414,34,12,8,16,54,42,23,15,0,65,59,16,29,27,14,0,19194,9.862353009177573
170311904011,504,40,7,10,20,27,45,19,14,0,59,73,64,74,13,39,0,21422,9.972173710324576
170311904012,683,67,14,35,35,23,90,32,47,40,56,79,41,58,36,19,11,20593,9.932706491205348
170311904021,654,44,0,9,63,37,31,79,24,19,16,101,95,53,37,29,17,24351,10.100328195429285
170311904022,893,39,36,42,84,49,125,19,93,64,39,38,91,85,49,7,33,19725,9.889642145714076
170311906011,304,41,10,7,6,0,46,40,18,9,47,38,10,7,14,0,11,18092,9.803225130597733
170311906012,272,27,0,32,8,33,28,24,0,8,10,0,40,28,34,0,0,14658,9.592741540485795
170311906013,570,0,82,24,21,0,18,58,44,0,50,59,69,46,16,31,52,19424,9.874264693859224
170311906021,481,0,29,35,21,21,29,28,0,0,85,64,63,32,9,39,26,20430,9.924759687811667
170311906022,424,9,18,0,7,0,8,19,107,37,23,48,61,48,13,26,0,18059,9.801399454452342
170314904001,323,24,16,17,10,5,33,5,20,19,38,16,68,22,20,5,5,27498,10.22186855373718
170314905001,257,29,20,0,11,6,0,32,14,13,13,53,26,29,11,0,0,19744,9.890604926705114
170314905002,487,41,5,70,28,15,15,39,27,4,95,16,72,14,26,16,4,22628,10.026943356463047
170314906001,560,95,12,50,26,21,50,26,24,17,35,44,55,89,12,0,4,20691,9.937454102099402
170314907001,238,10,13,38,6,29,20,27,3,0,7,19,35,7,24,0,0,17768,9.785154365574263
170314907002,162,29,10,22,0,0,15,0,5,14,0,41,5,13,0,0,8,16786,9.728300484642773
170314907003,501,71,52,50,23,4,20,39,17,24,54,42,50,15,20,14,6,19671,9.88690074893173
170314908001,256,10,9,22,18,11,18,0,18,8,35,44,19,9,35,0,0,22462,10.019580271522981
170314908002,286,8,0,0,0,39,17,0,39,16,33,29,59,28,8,10,0,23809,10.077818939438902
170314908003,367,84,26,38,9,57,62,0,0,9,31,0,26,8,0,17,0,15440,9.644716823578767
170314908004,295,33,37,8,30,21,0,9,31,40,13,10,9,25,8,0,21,27454,10.220267155811605
170314908005,254,70,65,9,47,9,22,0,0,0,0,24,8,0,0,0,0,7443,8.915029272359911
170314909011,671,76,83,64,17,21,7,65,23,75,3,33,74,87,24,12,7,27010,10.203962446786662
170314909012,405,100,12,44,19,16,56,32,9,23,8,26,26,11,0,0,23,15770,9.665864679957084
170314909013,432,95,37,7,42,8,38,33,28,0,6,78,27,21,0,12,0,18838,9.843631385382762
170314909021,373,6,0,8,40,10,6,33,23,65,37,54,47,16,6,22,0,23381,10.059679005711038
170314909022,726,138,166,98,37,0,8,0,52,0,48,40,64,50,0,25,0,17647,9.778321076243234
170314909023,467,72,69,25,17,36,8,26,6,38,30,30,44,14,46,0,6,22436,10.018422090628228
170314909024,386,14,0,22,33,16,26,0,27,35,43,16,54,25,32,43,0,25533,10.14772701214507
170314910001,99,23,0,9,0,8,0,0,0,0,0,18,29,0,0,0,12,23876,10.080629049288541
170314910002,284,25,46,29,46,8,42,27,0,0,11,18,32,0,0,0,0,9507,9.15978364835903
170314910003,130,23,0,32,12,16,14,0,0,0,0,18,0,0,0,9,6,15137,9.624897356762565
170314910004,300,42,8,8,24,0,46,4,26,25,12,71,17,0,17,0,0,9589,9.16837188715368
170314910005,393,178,0,23,54,37,14,19,0,13,33,4,10,8,0,0,0,7038,8.85907931788153
170314911001,219,41,0,6,73,35,2,20,0,0,0,0,0,34,8,0,0,16148,9.689551481972831
170314911002,245,28,15,9,0,15,0,25,11,15,12,30,34,30,12,0,9,22344,10.014313107625012
170314911003,291,40,37,0,14,0,0,13,0,18,21,34,63,42,0,9,0,20612,9.933628709448115
170314911004,374,6,8,51,49,39,13,32,19,23,15,32,34,35,0,6,12,48603,10.791440536378527
170314911005,343,63,21,0,21,0,6,15,15,17,47,38,34,66,0,0,0,23227,10.053070674075617
170314912001,258,29,62,10,16,34,0,15,5,5,6,14,35,23,4,0,0,12873,9.462887373659635
170314912002,224,7,34,0,0,15,8,19,14,15,3,16,56,5,8,0,24,32348,10.384307474215714
170314912003,255,15,0,6,91,13,0,0,5,24,14,26,13,36,6,6,0,19360,9.870964360830568
170314913001,167,48,37,8,0,0,24,6,0,17,4,5,11,0,0,7,0,8733,9.074864232413733
170314913002,132,23,6,25,5,8,0,15,5,0,5,34,0,6,0,0,0,10482,9.257414779362112
170314913003,119,5,22,6,6,8,9,13,5,0,27,4,7,7,0,0,0,10059,9.216223035134337
170314913004,168,26,28,13,20,24,0,0,13,7,4,28,5,0,0,0,0,8788,9.081142433504501
170314914001,411,118,28,100,0,84,0,42,0,0,0,0,28,11,0,0,0,9460,9.154827662045925
170314914002,223,0,45,8,7,0,27,31,29,21,0,10,0,45,0,0,0,16011,9.681031265002055
170314914003,471,65,38,22,73,36,21,27,43,0,34,56,37,8,11,0,0,15155,9.626085789491903
170315001001,304,35,17,15,7,0,31,21,21,8,18,14,58,39,0,20,0,29708,10.299171648789187
170315001002,245,0,69,17,6,15,9,9,25,0,17,23,33,14,8,0,0,23539,10.066413899028326
170315001003,291,17,46,14,17,71,24,15,33,0,13,15,5,8,13,0,0,18801,9.841665338892785
170315001004,614,112,114,8,22,8,14,0,48,112,33,53,65,25,0,0,0,19439,9.875036636362113
170315002001,580,139,54,30,34,44,23,27,34,6,27,53,56,35,6,12,0,15975,9.678780279245736
170310107012,802,29,16,0,46,28,27,9,64,16,100,136,154,66,58,19,34,33688,10.424896969841763
170310107021,647,86,25,9,80,18,0,80,24,57,9,59,76,50,27,30,17,21203,9.96189796008255
170310107022,516,37,34,140,52,17,57,15,24,0,27,15,44,21,9,24,0,15149,9.625689802158323
170310107023,514,26,66,86,41,9,9,34,5,43,50,26,74,30,0,15,0,22315,10.01301437706337
170310107024,404,76,34,39,8,0,23,41,16,31,51,17,62,0,0,0,6,17498,9.76984186766621
170310201001,888,143,0,8,8,23,17,63,27,89,162,44,116,117,28,14,29,25315,10.13915238440401
170310201002,595,54,0,101,35,0,52,45,17,21,46,82,42,20,10,9,61,35173,10.46803402180176
170310202001,471,0,0,0,15,0,20,0,0,21,15,16,103,68,73,105,35,40299,10.604081933731123
170310202002,489,121,0,12,114,37,29,0,0,0,41,44,51,0,0,26,14,14141,9.556833658307777
170310202003,572,23,34,0,33,14,37,24,0,23,0,18,54,162,53,65,32,33811,10.42854147231275
170310202004,542,103,0,30,22,0,0,0,0,45,24,128,11,43,60,35,41,26342,10.178919902558992
170310203011,910,132,50,26,26,36,64,9,50,106,25,139,66,97,34,24,26,40385,10.606213707876396
170310203012,514,89,0,18,7,18,26,25,31,40,27,85,54,34,0,26,34,28161,10.245693321005101
170310203013,557,0,0,9,28,50,52,26,0,19,42,30,90,62,27,41,81,29839,10.303571541691813
170310203021,259,38,12,19,0,9,18,11,42,0,16,7,26,26,18,8,9,26039,10.167350693127355
170310203022,358,9,0,27,13,8,8,9,8,22,25,27,17,90,40,24,31,43410,10.678445108293639
170310203023,1143,48,55,61,73,8,44,19,65,20,77,127,147,134,86,89,90,33285,10.412862124034804
170310204001,345,7,19,10,33,8,19,26,25,27,0,20,91,39,14,0,7,32073,10.375769833681609
170310204002,598,13,19,15,55,17,20,22,0,41,25,50,89,67,36,73,56,34068,10.436113806260972
170310204003,780,70,52,20,26,48,46,59,0,38,68,66,115,69,53,27,23,24928,10.123746948670474
170310205001,912,41,41,46,104,80,73,47,148,0,103,41,108,48,0,32,0,17388,9.763535592108683
170310205002,291,0,0,14,54,0,13,15,12,44,34,39,10,0,13,43,0,24008,10.086142387120203
170310205003,478,128,67,40,17,23,22,87,27,13,30,15,0,0,9,0,0,10017,9.212038928611765
170310205004,374,94,0,0,26,0,27,0,93,33,19,18,30,13,0,21,0,22128,10.00459905390454
170310206011,718,63,0,0,0,0,100,63,86,23,40,0,15,62,96,89,81,29397,10.288647907303929
170310206012,844,174,0,161,14,127,21,32,66,15,87,73,17,0,28,14,15,13648,9.52134826973146
170310206013,411,14,15,0,0,14,96,60,51,29,0,33,29,0,26,20,24,23133,10.04901544850107
170310206021,419,39,20,9,22,16,11,36,27,35,78,55,42,20,0,0,9,21811,9.990169708671852
170310206022,235,4,32,0,35,7,19,0,27,0,18,19,27,28,19,0,0,15881,9.672878705110646
170310206023,364,45,7,74,19,30,21,6,23,35,7,8,10,33,16,22,8,16656,9.72052579085475
170310206024,334,39,0,20,23,47,0,6,6,26,31,47,9,8,22,21,29,25002,10.126711100650509
170310207011,337,22,0,9,6,5,6,20,29,29,11,36,42,39,27,33,23,35123,10.466611465513152
170310207012,252,20,0,5,12,11,13,0,2,6,21,26,13,36,28,23,36,34056,10.435761507507989
170310207021,710,73,19,50,78,31,15,28,48,0,88,21,133,112,14,0,0,19074,9.856081430138858
170310207022,809,54,0,89,46,13,28,32,60,14,85,228,73,55,0,0,32,20015,9.904237271426673
170310207023,530,57,52,28,13,0,28,59,41,0,55,32,81,65,0,19,0,14818,9.603597936976602
170310207024,211,23,15,16,16,44,7,0,0,0,14,16,0,16,44,0,0,18340,9.816839745810455
170310208011,629,0,0,61,0,17,47,33,52,29,69,63,101,69,0,43,45,33791,10.427949773825027
170310208012,310,16,0,0,18,0,0,16,0,27,16,43,60,29,31,46,8,36208,10.497035367873318
170310208013,427,39,13,16,29,20,49,0,56,0,24,75,16,31,34,0,25,24835,10.12000922754145
170310208014,645,50,0,66,82,110,16,81,0,17,29,17,62,103,0,12,0,21448,9.973386679915794
170310208021,404,11,34,43,0,0,0,0,0,15,0,64,55,32,56,41,53,29241,10.28332711300532
170310208022,584,40,4,65,20,30,0,0,128,50,43,11,21,121,0,51,0,25286,10.138006161871843
170311906023,487,28,0,0,46,49,7,41,29,25,40,69,80,55,18,0,0,19813,9.89409356689426
170311907011,409,17,57,26,26,21,11,11,22,15,47,28,49,39,6,24,10,18047,9.800734744961298
170311907012,364,0,45,27,48,26,29,33,26,20,24,31,23,5,16,11,0,14437,9.577549634629815
170311907021,325,10,42,9,0,8,31,18,66,0,20,42,35,0,44,0,0,21278,9.96542895407631
170311907022,418,16,35,56,31,48,20,11,24,10,24,77,19,47,0,0,0,12232,9.411810747608898
170311907023,633,80,7,31,41,62,38,19,28,57,117,74,0,8,55,16,0,14959,9.613068404374461
170311908001,245,16,21,58,29,30,22,0,17,0,0,36,16,0,0,0,0,12336,9.42027709580311
170311908002,415,51,9,0,95,33,23,26,20,16,25,24,32,45,10,6,0,19158,9.860475661942838
170311908003,490,33,40,16,42,53,0,23,0,7,45,45,76,102,0,8,0,14961,9.613202094214232
170311908004,547,0,14,22,50,24,57,66,27,40,122,45,27,28,25,0,0,16148,9.689551481972831
170311908005,355,41,43,0,9,53,0,32,10,22,33,0,56,26,0,20,10,18185,9.80835235742109
170311909001,650,39,123,23,17,34,75,50,6,13,39,93,60,63,4,11,0,17613,9.776392544732296
170311910001,306,18,14,14,5,29,31,21,5,6,30,23,56,24,11,14,5,19304,9.868067607304868
170311910002,418,19,41,0,24,16,51,34,42,19,79,18,47,28,0,0,0,13246,9.491450899044924
170311911001,288,21,0,9,37,26,9,0,12,26,15,69,53,0,0,11,0,15184,9.627997520849709
170311911002,260,20,5,9,32,37,13,0,0,16,49,68,6,0,5,0,0,11167,9.320718279445792
170311911003,267,0,9,10,23,9,29,0,44,0,89,16,10,0,9,19,0,17645,9.7782077361093709
170311911004,376,35,54,17,34,0,41,18,19,19,52,31,18,16,11,11,0,15465,9.64633468511917
170311911005,528,0,47,46,51,55,15,25,0,40,71,102,60,16,0,0,0,12746,9.452972775874239
170311911006,274,17,19,0,24,13,10,30,10,18,39,27,50,17,0,0,0,14611,9.589529948672084
170311912001,703,27,34,62,74,52,70,41,74,31,62,79,66,10,16,5,0,11844,9.379576689221482
170311912002,254,16,13,22,30,16,12,10,0,24,39,39,15,6,12,0,0,13043,9.476006870370282
170311913011,588,39,0,72,24,28,74,90,21,24,26,52,73,48,17,0,0,13614,9.518853954007897
170311913012,436,0,51,19,42,0,20,27,66,9,78,23,26,65,0,10,0,15524,9.650142492488797
170311913013,426,10,68,0,0,17,7,25,17,48,38,35,53,67,6,11,24,17700,9.78131991856192
170311913021,686,36,35,93,51,45,56,39,88,16,30,66,85,7,8,24,7,14376,9.573315428463395
170311913022,777,0,52,0,78,78,51,144,21,22,104,67,34,104,0,0,22,16302,9.699043078654404
170312001001,281,0,11,10,14,55,22,7,0,34,22,6,65,25,0,0,10,18579,9.82978718960617
170312001002,410,34,45,0,15,24,31,7,31,39,8,27,13,74,25,35,2,17940,9.794788135612787
170312001003,670,55,37,97,18,49,31,74,10,20,83,18,34,57,62,25,0,20762,9.94087967175319
170312002001,367,30,24,0,0,61,18,0,12,0,44,60,59,37,12,0,10,19627,9.88466144828608
170312002002,406,61,9,36,21,112,0,20,44,24,44,10,16,9,0,0,0,11147,9.318925682389624
170312002003,346,31,35,16,47,18,0,33,43,11,9,24,57,17,5,0,0,15025,9.617470759403409
170312002004,399,44,61,33,17,0,11,39,11,0,42,31,46,47,9,8,0,20176,9.9122490582047
170312003001,304,16,34,10,18,28,29,28,0,12,29,20,41,24,6,6,3,15621,9.65637144183101
170312003002,300,33,10,27,24,30,25,9,39,12,0,37,35,0,7,12,0,14837,9.604879339950793
170312004011,310,14,5,43,47,54,9,30,4,17,21,0,45,21,0,0,0,15099,9.62238379544447
170312004012,721,47,65,44,85,32,35,65,20,37,79,36,137,0,15,11,13,14371,9.572967566074247
170312004021,341,32,0,29,0,0,36,11,26,43,0,34,64,32,10,0,24,19798,9.893336201479753
170312004022,407,34,49,39,46,0,65,11,0,22,0,39,71,11,0,0,20,17055,9.744198694852747
170312004023,362,34,0,50,0,34,27,0,0,0,85,42,33,21,0,8,28,16149,9.689613407229068
170312101001,549,29,60,28,30,30,31,35,17,32,22,41,71,19,3,33,68,27806,10.233007103729488
170312101002,441,8,49,9,5,57,17,104,15,10,27,64,45,17,14,0,0,20506,9.928472805230037
170314602002,488,93,54,29,48,32,5,31,14,4,23,37,21,34,40,10,13,15635,9.65726726989194
170314603011,404,31,15,37,27,47,0,78,6,32,13,32,29,0,40,17,0,19486,9.877451537985287
170314603012,311,51,27,73,8,10,8,15,11,7,20,40,23,18,0,0,0,16131,9.688498165477787
170314603013,286,64,17,35,37,25,2,25,32,0,15,17,0,0,17,0,0,10655,9.273784544532717
170314603021,174,48,35,20,23,0,0,26,0,0,0,22,0,0,0,0,0,8457,9.042749779782222
170314603022,204,17,7,34,31,31,17,0,46,8,0,13,0,0,0,0,0,9398,9.14825217966276
170314603023,299,67,39,41,57,0,0,0,30,8,17,15,3,0,0,22,0,13712,9.52602664083756
170314603024,468,155,60,14,57,17,29,0,0,35,12,48,16,0,18,0,7,12080,9.399306471488806
170314604001,409,29,32,56,0,25,30,41,9,0,32,109,29,9,8,0,0,23679,10.072343858376511
170314604002,335,49,10,0,25,11,21,0,46,9,0,39,56,48,21,0,0,24607,10.1107862342885
170314604003,261,28,0,62,8,9,8,27,10,0,51,24,34,0,0,0,0,13279,9.493939118990328
170314604004,240,26,20,21,9,26,0,9,10,28,21,9,21,17,0,23,0,20311,9.918917890191485
170314605001,189,0,0,0,54,0,19,0,17,55,15,12,17,0,0,0,0,22580,10.024819837703653
170314605002,145,0,27,13,0,0,13,0,0,0,43,0,33,0,0,16,0,38256,10.552055689698106
170314605003,285,15,0,12,65,37,0,11,57,14,8,29,0,28,9,0,0,18651,9.833655042937448
170314605004,291,51,44,14,23,64,0,0,36,0,0,46,13,0,0,0,0,16740,9.725556344043467
170314605005,275,0,0,0,14,61,0,51,0,0,38,9,70,29,3,0,0,25137,10.132096143281396
170314605006,423,15,0,0,30,34,101,0,20,0,21,68,13,91,0,18,12,27434,10.219538399038353
170314605007,572,65,67,54,51,58,35,65,65,11,29,32,26,0,0,14,0,19088,9.856815144337697
170314606001,332,52,14,31,35,17,28,4,31,12,40,11,50,7,0,0,0,14049,9.550306497851652
170314607001,372,173,72,0,53,26,0,0,9,0,28,11,0,0,0,0,0,6428,8.768418726857403
170314607002,245,22,24,36,26,0,0,19,0,16,29,37,17,19,0,0,0,12988,9.471781133222736
170314607003,252,47,58,0,0,4,35,22,0,0,34,9,43,0,0,0,0,15322,9.637044983076766
170314610001,826,266,229,87,70,14,28,13,4,13,27,29,30,5,0,11,0,12681,9.447860089234899
170314701001,397,10,31,71,46,11,45,32,18,0,33,0,74,24,0,2,0,16581,9.716012740501373
170314701002,529,147,77,44,47,38,25,39,18,0,0,16,21,39,0,8,10,14974,9.614070642790631
170314801001,429,53,12,20,19,16,10,34,9,0,24,43,78,56,17,22,16,33620,10.422876406962606
170314801002,434,10,6,27,34,17,12,34,10,17,63,21,94,65,8,11,5,28590,10.260812285316357
170314802001,269,26,36,6,32,13,42,15,11,5,19,25,24,5,0,10,0,21468,9.97431873329672
170314802002,234,13,25,19,0,15,9,19,20,22,12,18,37,18,7,0,0,22206,10.008117801614212
170314803001,336,10,28,14,51,33,0,16,13,0,4,46,55,38,21,0,7,34616,10.45207128190472
170314803002,215,14,21,14,12,6,27,18,12,0,13,7,49,9,0,0,13,31077,10.344223274726211
170314804001,414,14,66,11,59,0,52,0,14,52,0,15,0,117,0,0,14,24413,10.102871056285998
170314804002,265,31,26,13,0,21,0,0,14,70,50,0,23,17,0,0,0,15596,9.6547697501024885
170314804003,330,36,30,64,48,0,0,0,28,0,26,0,0,45,32,21,0,20214,9.914130712634607
170314804004,424,47,18,0,13,10,20,24,37,32,65,38,17,53,41,9,0,29473,10.291229868989722
170314804005,221,0,13,12,0,0,54,17,15,0,60,10,23,0,0,17,0,22085,10.002653924030627
170314804006,330,14,34,0,17,0,0,47,23,0,76,41,39,0,25,14,0,29711,10.299272626590986
170314804007,284,0,0,15,14,0,0,28,0,35,13,0,138,27,0,0,14,34334,10.443891395830875
170314805001,439,17,27,0,79,0,16,8,9,18,99,32,70,49,13,0,2,23270,10.054920256296338
170314805002,283,65,36,23,0,11,30,19,18,9,21,7,21,23,0,0,0,15602,9.655154390148258
170314805003,391,53,0,45,34,47,0,23,0,20,56,0,90,0,9,14,0,16206,9.693136823020671
170314903001,474,49,18,33,13,39,56,50,23,0,24,47,38,17,46,5,16,21456,9.97375960552146
170314903002,387,19,12,45,0,19,0,12,0,17,53,57,74,27,30,17,5,29252,10.283703226390841
170310208023,756,68,91,40,35,93,0,55,10,0,30,22,200,39,37,11,25,19410,9.873543676163056
170310208024,428,28,26,90,47,38,7,0,26,23,8,24,81,0,15,0,15,14774,9.600624158088683
170310209011,790,57,36,38,46,112,61,36,113,27,44,101,49,31,10,29,0,17027,9.742555598420644
170310209012,284,15,22,9,39,30,42,5,8,0,34,8,32,24,16,0,0,19637,9.885170820750231
170310209013,721,45,25,57,22,49,62,77,55,39,70,27,104,55,17,17,0,18670,9.834673236535767
170310209021,718,54,90,150,37,22,41,21,63,44,34,44,55,30,17,16,0,16877,9.733707027236484
170310209022,836,121,13,52,81,45,37,78,28,31,81,80,105,37,31,9,7,20239,9.915366715066206
170310301011,507,57,28,15,10,52,61,36,48,35,85,51,13,16,0,0,0,27136,10.20861653859163
170310301012,270,0,25,0,0,0,0,30,30,0,77,29,79,0,0,0,0,37484,10.531669454243714
170310301013,629,51,106,15,24,29,47,40,91,0,144,20,45,17,0,0,0,20691,9.937454102099402
170310301014,661,41,33,54,0,48,14,15,0,10,95,41,133,40,0,86,51,51207,10.843631520432442
170310301021,699,21,23,7,0,114,15,37,36,41,94,107,78,45,29,25,27,55552,10.925074798020022
170310301022,647,88,73,71,89,38,24,31,73,8,38,16,31,59,8,0,0,27240,10.212441760263449
170310301023,465,39,0,29,57,32,10,18,32,8,89,26,52,40,8,25,0,29199,10.281889741094604
170310301031,263,20,15,46,7,20,14,0,0,7,83,23,0,15,7,6,0,16482,9.710024155323328
170310301032,744,77,101,33,58,7,60,73,33,9,37,44,43,53,67,16,33,30613,10.329180034324262
170310301041,825,121,71,45,7,47,14,112,15,0,44,148,83,50,46,22,0,22593,10.025395402769462
170310301042,287,62,21,0,13,17,34,9,35,22,0,15,29,15,0,15,0,20598,9.932949262685748
170310302001,746,35,0,43,42,41,61,0,60,32,69,73,109,57,66,37,21,44714,10.708041930670204
170310302002,572,41,0,0,0,45,29,24,30,15,15,84,94,66,0,41,88,49369,10.807077975832051
170310302003,377,58,0,0,0,0,0,26,31,11,0,11,17,98,13,38,74,60714,11.013929592957815
170310302004,776,72,67,138,39,46,0,61,0,10,26,40,128,42,43,40,24,27344,10.216252405355371
170310303001,730,18,64,88,78,65,36,59,8,27,34,75,85,27,23,23,20,23644,10.07086466194426
170310303002,690,140,57,37,18,27,67,39,21,35,32,58,73,8,37,7,34,27074,10.206329136745731
170310304001,844,174,43,89,48,39,63,17,24,9,91,29,90,42,29,41,16,26831,10.197313214435868
170310304002,433,34,8,8,6,35,24,6,30,33,22,34,79,11,11,53,39,42164,10.64932205537508
170310305001,551,13,0,38,13,0,49,25,9,0,0,43,76,81,151,16,37,44168,10.69575582396388
170310305002,863,22,56,14,0,36,0,15,93,59,72,119,160,14,64,81,58,41152,10.625027807597291
170310305003,718,42,88,23,12,15,0,12,25,82,78,90,20,59,0,90,82,48353,10.786283546526374
170310305004,723,0,0,14,14,0,0,26,39,45,135,75,78,141,14,85,57,48842,10.79634587742716
170310306011,579,75,25,43,63,61,33,26,68,14,26,82,37,13,0,13,0,20447,9.925591451443054
170310306012,436,80,32,76,57,21,0,13,13,0,0,0,37,42,23,28,14,27029,10.20466564265568
170310306013,1006,88,22,57,68,46,61,109,27,8,93,103,158,92,39,35,0,31949,10.371896160411321
170310306031,541,77,83,44,38,28,52,45,54,25,14,21,7,21,0,24,8,25753,10.156306404160087
170310306032,691,163,26,69,36,64,49,21,81,19,70,12,15,15,16,17,18,31123,10.345702374674325
170310306041,712,130,30,69,62,58,11,28,18,14,33,143,39,7,8,52,10,29900,10.305613759378778
170310306042,650,78,9,34,41,56,43,20,58,0,64,39,65,69,32,16,26,43194,10.673456875697358
170310306043,544,121,145,60,77,55,30,7,9,0,0,0,30,10,0,0,0,16718,9.7242412622591
170310307011,915,98,60,72,109,56,70,19,65,45,91,56,105,54,5,10,0,25629,10.151479801819729
170310307021,644,49,22,15,21,35,0,47,55,52,13,73,101,35,34,47,45,56847,10.948118727337723
170310307022,353,24,20,7,0,0,90,10,7,23,39,21,23,52,9,28,0,45731,10.730531683896064
170310307031,561,93,33,81,16,33,0,10,48,0,51,34,16,48,0,25,73,47226,10.762699867370506
170310307032,356,126,40,65,9,48,8,0,0,0,22,0,30,0,0,0,8,20311,9.918917890191485
170312101003,378,16,15,0,21,33,0,0,6,0,46,72,68,64,30,0,7,32292,10.382574800514906
