GEOID,total,less_10,between_10-15,between_15-20,between20-25,between_25-30,between_30-35,between_35-40,between_40-45,between_45-50,between_50-60,between_60-75,between_75-100,between_100-125,between_125-150,between_150-200,over_200,capita,ln_capita,population
17031580600,1565,48,57,122,101,227,54,88,90,199,96,253,157,23,41,9,0,13655,9.521861033907806,5886
17031580700,1495,159,107,206,94,96,126,89,65,40,150,123,114,61,29,36,0,12504,9.433803872101313,5505
17031580800,485,27,47,0,31,47,35,36,33,29,67,42,64,27,0,0,0,13826,9.53430615650521,1786
17031590500,673,21,38,42,29,72,9,54,20,51,93,72,94,29,49,0,0,20013,9.904137341377625,1966
17031590600,1194,72,119,190,67,73,59,74,85,19,101,71,123,8,93,32,8,16517,9.71214543252109,3808
17031590700,932,66,21,54,37,133,66,91,38,74,32,126,88,31,65,10,0,18490,9.82498532438117,2793
17031600400,1459,62,72,84,196,131,72,45,66,77,160,165,234,40,10,16,29,19494,9.877862004897155,4086
17031600600,945,92,48,90,30,40,138,35,51,34,76,39,114,45,18,64,31,22279,10.011399809730523,2726
17031600700,832,141,99,44,88,13,52,99,9,39,33,65,65,37,31,17,0,16166,9.69066555029379,2328
17031600900,1468,204,126,45,168,81,82,91,92,55,114,113,118,54,75,31,19,19100,9.857443614034722,3894
17031610300,1536,149,136,235,291,132,80,174,41,58,33,86,70,51,0,0,0,9936,9.20391980417326,5355
17031610400,655,91,61,75,63,44,85,50,50,20,0,85,31,0,0,0,0,9952,9.20552881497896,2151
17031610800,578,88,33,34,26,29,7,18,20,13,19,76,103,71,24,14,3,24611,10.11094877644823,1490
17031611000,229,47,17,75,18,0,0,12,12,0,14,22,12,0,0,0,0,7207,8.88280805492444,904
17031611100,665,90,73,81,70,116,22,17,89,0,47,9,31,20,0,0,0,8991,9.103979355984773,2392
17031611200,730,81,80,39,4,196,82,65,18,45,52,47,0,10,6,0,5,9449,9.153664194782626,2735
17031611300,948,71,93,137,160,49,59,55,47,49,123,58,47,0,0,0,0,9842,9.194414221425923,3418
17031611400,1156,198,47,88,176,125,104,66,34,41,108,62,55,52,0,0,0,9026,9.107864580386947,4673
17031611500,1054,133,74,100,84,120,110,21,47,48,119,104,39,28,7,20,0,12705,9.449750895754265,3444
17031611600,415,42,11,19,0,0,64,0,53,0,43,0,159,0,0,0,24,15925,9.675645480440364,2084
17031611700,523,147,18,37,64,21,17,0,41,32,0,73,39,25,9,0,0,10954,9.301459965343666,2098
17031611800,752,172,39,30,17,78,72,0,8,98,52,126,27,30,0,3,0,11250,9.328123407632566,2686
17031611900,624,112,103,9,25,5,49,72,73,13,36,68,22,37,0,0,0,9235,9.13075589263334,2717
17031612000,525,123,28,52,77,31,40,14,29,52,35,0,8,7,21,0,8,12182,9.40771473139643,1920
17031612100,480,126,31,23,0,66,0,11,0,39,0,54,64,27,0,39,0,13923,9.541297427909285,1851
17031620100,1083,69,83,87,40,93,65,44,55,8,62,52,248,91,35,50,1,18004,9.798349234412823,3890
17031620200,747,18,41,38,13,27,5,76,111,49,81,78,149,38,0,23,0,17718,9.782336350971978,2489
17031620300,1945,69,133,32,75,275,130,115,90,140,204,255,245,132,30,9,11,16402,9.705158557596356,6745
17031620400,1267,22,71,65,20,9,62,105,162,84,197,125,253,53,20,0,19,15216,9.630102784785171,5125
17031630100,404,35,0,63,36,34,6,23,9,22,29,18,30,74,18,0,7,16810,9.729729226402661,1437
17031630200,548,0,5,28,61,81,21,8,53,35,111,61,53,9,12,10,0,14270,9.565914710470881,2138
17031630300,1250,37,102,67,117,70,139,158,104,42,67,48,193,77,0,29,0,11818,9.37737907190562,5468
17031630400,1726,47,80,100,178,156,178,95,74,107,138,235,197,73,31,15,22,13270,9.493261127326253,7348
17031630500,1326,68,33,89,64,47,177,91,92,81,195,121,207,52,9,0,0,11583,9.357293784932345,6115
17031630800,1762,115,114,131,189,188,133,108,91,91,165,207,146,28,47,9,0,11781,9.37424334324612,7077
17031630900,1172,71,77,51,63,64,105,82,93,161,82,151,75,73,12,5,7,13202,9.488123612248716,4752
